Frame No,Marker No,Top left,,Top Right,,Bottom Right,,Bottm Left,,Top left,,Top Right,,Bottom Right,,Bottm Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
79,4,928.447,394.285,966.692,392.535,964.073,424.283,926.335,426.863,0.7253492188,0.4523819444,0.755228125,0.4548125,0.7531820313,0.4107180556,0.7236992188,0.4071347222
80,1,388.991,138.126,435.19,133.687,434.912,169.664,387.716,173.75,0.3038992188,0.8081583333,0.3399921875,0.8143236111,0.339775,0.7643555556,0.302903125,0.7586805556
80,2,930.696,135.04,969.36,139.126,970.362,171.702,931.731,168.575,0.72710625,0.8124444444,0.7573125,0.8067694444,0.7580953125,0.761525,0.7279148438,0.7658680556
80,3,399.178,411.02,444.683,410.283,447.892,445,402.424,445,0.3118578125,0.4291388889,0.3474085938,0.4301625,0.349915625,0.3819444444,0.31439375,0.3819444444
80,4,928.734,394.344,966.798,392.53,964.587,424.106,926.344,427.001,0.7255734375,0.4523,0.7553109375,0.4548194444,0.7535835938,0.4109638889,0.72370625,0.4069430556
81,1,389.172,138.02,435.281,133.59,435.204,169.553,388.092,173.593,0.304040625,0.8083055556,0.3400632813,0.8144583333,0.340003125,0.7645097222,0.303196875,0.7588986111
81,2,930.653,134.906,969.402,139.166,970.637,171.857,932.271,168.509,0.7270726563,0.8126305556,0.7573453125,0.8067138889,0.7583101563,0.7613097222,0.7283367188,0.7659597222
81,3,399.272,410.844,445.033,410.601,447.721,445,402.314,445,0.31193125,0.4293833333,0.3476820313,0.4297208333,0.3497820313,0.3819444444,0.3143078125,0.3819444444
81,4,928.612,394.267,966.832,392.564,964.412,424.145,926.346,427.026,0.725478125,0.4524069444,0.7553375,0.4547722222,0.753446875,0.4109097222,0.7237078125,0.4069083333
82,1,388.989,137.991,435.309,133.637,435.173,169.536,387.995,173.579,0.3038976563,0.8083458333,0.3400851563,0.8143930556,0.3399789063,0.7645333333,0.3031210938,0.7589180556
82,2,930.568,135.015,969.543,139.158,970.548,171.835,931.91,168.671,0.72700625,0.8124791667,0.7574554688,0.806725,0.758240625,0.7613402778,0.7280546875,0.7657347222
82,3,399.193,411.126,444.743,410.166,447.817,445,402.362,445,0.3118695313,0.4289916667,0.3474554688,0.430325,0.3498570313,0.3819444444,0.3143453125,0.3819444444
82,4,928.606,394.356,966.796,392.676,964.503,424.504,926.342,427.085,0.7254734375,0.4522833333,0.755309375,0.4546166667,0.7535179688,0.4104111111,0.7237046875,0.4068263889
83,1,389.104,138.213,436.025,133.721,435.918,169.685,388.794,173.631,0.3039875,0.8080375,0.3406445313,0.8142763889,0.3405609375,0.7643263889,0.3037453125,0.7588458333
83,2,931.001,135.398,969.548,139.213,971.057,172.271,932.201,168.71,0.7273445313,0.8119472222,0.757459375,0.8066486111,0.7586382813,0.7607347222,0.7282820313,0.7656805556
83,3,399.707,411.02,445.536,410.805,448.029,445.084,402.749,444.959,0.3122710938,0.4291388889,0.348075,0.4294375,0.3500226563,0.3818277778,0.3146476563,0.3820013889
83,4,929.275,394.711,967.262,392.775,964.769,424.619,926.973,427.204,0.7259960938,0.4517902778,0.7556734375,0.4544791667,0.7537257813,0.4102513889,0.7241976563,0.4066611111
84,1,389.157,138.315,436.098,133.717,435.952,169.985,388.859,173.65,0.3040289063,0.8078958333,0.3407015625,0.8142819444,0.3405875,0.7639097222,0.3037960938,0.7588194444
84,2,931.4,135.403,969.839,139.465,971.374,172.309,932.227,168.783,0.72765625,0.8119402778,0.7576867188,0.8062986111,0.7588859375,0.7606819444,0.7283023438,0.7655791667
84,3,399.831,411.156,445.522,410.615,448.325,445.006,403.25,444.994,0.3123679688,0.42895,0.3480640625,0.4297013889,0.3502539063,0.3819361111,0.3150390625,0.3819527778
84,4,929.285,394.864,967.438,392.841,964.99,424.685,927.126,427.324,0.7260039063,0.4515777778,0.7558109375,0.4543875,0.7538984375,0.4101597222,0.7243171875,0.4064944444
85,1,388.971,138.282,435.959,134.017,436.097,169.945,389.23,173.586,0.3038835938,0.8079416667,0.3405929688,0.8138652778,0.3407007813,0.7639652778,0.3040859375,0.7589083333
85,2,931.815,135.491,969.907,139.705,971.498,172.362,932.06,169.095,0.7279804688,0.8118180556,0.7577398438,0.8059652778,0.7589828125,0.7606083333,0.728171875,0.7651458333
85,3,399.711,411.018,445.593,410.806,448.329,445.081,403.292,444.957,0.3122742188,0.4291416667,0.3481195313,0.4294361111,0.3502570313,0.3818319444,0.315071875,0.3820041667
85,4,929.376,395.195,967.318,393.244,965.118,424.663,927.297,427.754,0.726075,0.4511180556,0.7557171875,0.4538277778,0.7539984375,0.4101902778,0.7244507813,0.4058972222
86,1,389.981,138.215,436.475,133.898,435.085,170.117,389.763,173.46,0.3046726563,0.8080347222,0.3409960938,0.8140305556,0.3399101563,0.7637263889,0.3045023438,0.7590833333
86,2,931.812,135.616,970.196,139.998,971.707,172.531,932.45,169.107,0.727978125,0.8116444444,0.757965625,0.8055583333,0.7591460938,0.7603736111,0.7284765625,0.7651291667
86,3,400.208,411.112,445.623,410.751,448.84,445.044,403.418,445.044,0.3126625,0.4290111111,0.3481429688,0.4295125,0.35065625,0.3818833333,0.3151703125,0.3818833333
86,4,929.686,395.364,967.839,393.163,965.188,425.019,927.352,427.698,0.7263171875,0.4508833333,0.7561242188,0.4539402778,0.754053125,0.4096958333,0.72449375,0.405975
87,1,390.054,138.293,437.029,133.773,436.913,169.748,389.895,173.674,0.3047296875,0.8079263889,0.3414289063,0.8142041667,0.3413382813,0.7642388889,0.3046054688,0.7587861111
87,2,931.889,135.809,970.789,140.023,972.275,172.72,933.498,169.44,0.7280382813,0.8113763889,0.7584289063,0.8055236111,0.7595898438,0.7601111111,0.7292953125,0.7646666667
87,3,400.609,410.996,446.511,410.874,449.06,445.082,403.878,444.956,0.3129757813,0.4291722222,0.3488367188,0.4293416667,0.350828125,0.3818305556,0.3155296875,0.3820055556
87,4,930.388,395.341,968.212,393.42,965.736,425.048,927.853,427.9,0.726865625,0.4509152778,0.756415625,0.4535833333,0.75448125,0.4096555556,0.7248851563,0.4056944444
88,1,391.156,138.15,437.52,133.829,437.423,169.64,390.586,173.611,0.305590625,0.808125,0.3418125,0.8141263889,0.3417367188,0.7643888889,0.3051453125,0.7588736111
88,2,932.4,135.738,971.203,140.136,972.717,172.742,934.24,169.424,0.7284375,0.811475,0.7587523438,0.8053666667,0.7599351563,0.7600805556,0.729875,0.7646888889
88,3,401.182,411.008,446.782,410.637,449.64,445,404.419,445,0.3134234375,0.4291555556,0.3490484375,0.4296708333,0.35128125,0.3819444444,0.3159523438,0.3819444444
88,4,930.506,395.354,968.657,393.354,966.224,424.939,928.462,427.716,0.7269578125,0.4508972222,0.7567632813,0.453675,0.7548625,0.4098069444,0.7253609375,0.40595
89,1,391.054,138.233,438.198,133.645,437.899,169.655,390.895,173.696,0.3055109375,0.8080097222,0.3423421875,0.8143819444,0.3421085938,0.7643680556,0.3053867188,0.7587555556
89,2,932.854,135.708,971.686,139.908,973.061,172.581,934.308,169.419,0.7287921875,0.8115166667,0.7591296875,0.8056833333,0.7602039063,0.7603041667,0.729928125,0.7646958333
89,3,401.408,410.831,447.534,410.916,449.854,445,404.519,445,0.3136,0.4294013889,0.3496359375,0.4292833333,0.3514484375,0.3819444444,0.3160304688,0.3819444444
89,4,930.429,395.293,968.858,393.254,966.483,424.92,928.598,427.706,0.7268976563,0.4509819444,0.7569203125,0.4538138889,0.7550648438,0.4098333333,0.7254671875,0.4059638889
90,1,391,138.336,438.098,133.765,437.951,170.117,391,173.496,0.30546875,0.8078666667,0.3422640625,0.8142152778,0.3421492188,0.7637263889,0.30546875,0.7590333333
90,2,933.023,135.734,971.513,139.872,973.113,172.694,934.235,169.267,0.7289242188,0.8114805556,0.7589945313,0.8057333333,0.7602445313,0.7601472222,0.7298710938,0.7649069444
90,3,401.493,410.986,447.555,410.884,449.615,445.085,404.308,444.954,0.3136664063,0.4291861111,0.3496523438,0.4293277778,0.3512617188,0.3818263889,0.315865625,0.3820083333
90,4,930.411,395.324,968.755,393.174,966.528,424.916,928.495,427.713,0.7268835938,0.4509388889,0.7568398438,0.453925,0.7551,0.4098388889,0.7253867188,0.4059541667
91,1,391.052,138.538,438.279,134.06,437.27,170.388,390.901,173.807,0.305509375,0.8075861111,0.3424054688,0.8138055556,0.3416171875,0.76335,0.3053914063,0.7586013889
91,2,932.599,135.596,971.471,139.916,972.977,172.587,934.196,169.309,0.7285929688,0.8116722222,0.7589617188,0.8056722222,0.7601382813,0.7602958333,0.729840625,0.7648486111
91,3,401.449,411.02,447.521,410.761,449.739,445.04,404.414,445.045,0.3136320313,0.4291388889,0.3496257813,0.4294986111,0.3513585938,0.3818888889,0.3159484375,0.3818819444
91,4,930.588,395.367,968.888,393.057,966.477,424.9,928.504,427.68,0.727021875,0.4508791667,0.75694375,0.4540875,0.7550601563,0.4098611111,0.72539375,0.406
92,1,391.052,138.572,438.317,133.976,437.326,170.501,390.902,173.592,0.305509375,0.8075388889,0.3424351563,0.8139222222,0.3416609375,0.7631930556,0.3053921875,0.7589
92,2,932.65,135.749,971.392,139.545,973.13,172.428,934.281,169.404,0.7286328125,0.8114597222,0.7589,0.8061875,0.7602578125,0.7605166667,0.7299070313,0.7647166667
92,3,401.432,410.992,447.486,410.879,450.203,445.099,404.864,445.114,0.31361875,0.4291777778,0.3495984375,0.4293347222,0.3517210938,0.3818069444,0.3163,0.3817861111
92,4,931.017,395.177,969.269,392.753,966.475,424.788,928.595,427.523,0.7273570313,0.4511430556,0.7572414063,0.4545097222,0.7550585938,0.4100166667,0.7254648438,0.4062180556
93,1,391.1,138.5,438.049,134.278,437.894,170.428,390.804,174.054,0.305546875,0.8076388889,0.3422257813,0.8135027778,0.3421046875,0.7632944444,0.305315625,0.7582583333
93,2,932.786,135.577,971.519,139.639,973.25,172.567,934.299,169.137,0.7287390625,0.8116986111,0.7589992188,0.8060569444,0.7603515625,0.7603236111,0.7299210938,0.7650875
93,3,401.643,411.332,447.585,410.737,450.431,445.125,405.028,445.316,0.3137835938,0.4287055556,0.3496757813,0.4295319444,0.3518992188,0.3817708333,0.316428125,0.3815055556
93,4,931.281,395.275,969.233,393.003,966.829,424.83,929.101,427.563,0.7275632813,0.4510069444,0.7572132813,0.4541625,0.7553351563,0.4099583333,0.7258601563,0.4061625
94,1,391,138.908,438,134.342,438,170.497,391,174.264,0.30546875,0.8070722222,0.3421875,0.8134138889,0.3421875,0.7631986111,0.30546875,0.7579666667
94,2,933.044,135.857,971.691,139.769,973.363,172.691,934.31,169.086,0.728940625,0.8113097222,0.7591335938,0.8058763889,0.7604398438,0.7601513889,0.7299296875,0.7651583333
94,3,401.832,411.156,447.664,410.806,450.434,445.409,405.189,445.596,0.31393125,0.42895,0.3497375,0.4294361111,0.3519015625,0.3813763889,0.3165539063,0.3811166667
94,4,931.246,395.416,969.54,392.943,966.827,425.024,929.562,427.544,0.7275359375,0.4508111111,0.757453125,0.4542458333,0.7553335938,0.4096888889,0.7262203125,0.4061888889
95,1,391.219,138.879,438.109,134.53,437.946,170.56,390.908,174.34,0.3056398438,0.8071125,0.3422726563,0.8131527778,0.3421453125,0.7631111111,0.305396875,0.7578611111
95,2,933.521,135.842,971.851,139.892,973.448,172.648,934.266,169.498,0.7293132813,0.8113305556,0.7592585938,0.8057055556,0.76050625,0.7602111111,0.7298953125,0.7645861111
95,3,402.079,411,447.633,411,450.839,445.788,405.467,445.859,0.3141242188,0.4291666667,0.3497132813,0.4291666667,0.3522179688,0.38085,0.3167710938,0.3807513889
95,4,931.394,395.383,969.717,393.063,967.205,424.928,929.451,427.676,0.7276515625,0.4508569444,0.7575914063,0.4540791667,0.7556289063,0.4098222222,0.7261335938,0.4060055556
96,1,392.167,138.711,438.199,134.49,437.9,170.553,391.116,174.228,0.3063804688,0.8073458333,0.3423429688,0.8132083333,0.342109375,0.7631208333,0.305559375,0.7580166667
96,2,933.743,135.74,972.258,140.021,973.386,172.191,934.512,169.514,0.7294867188,0.8114722222,0.7595765625,0.8055263889,0.7604578125,0.7608458333,0.7300875,0.7645638889
96,3,402.565,411.06,448.008,410.981,450.97,445.761,405.477,446.072,0.3145039063,0.4290833333,0.35000625,0.4291930556,0.3523203125,0.3808875,0.3167789063,0.3804555556
96,4,931.924,395.325,969.959,393.454,967.489,425.007,929.413,427.844,0.728065625,0.4509375,0.7577804688,0.4535361111,0.7558507813,0.4097125,0.7261039063,0.4057722222
97,1,392.056,138.814,439.059,134.492,438.138,170.591,391.897,174.107,0.30629375,0.8072027778,0.3430148438,0.8132055556,0.3422953125,0.7630680556,0.3061695313,0.7581847222
97,2,933.721,135.991,972.382,140.131,974.16,173.085,935.669,169.618,0.7294695313,0.8111236111,0.7596734375,0.8053736111,0.7610625,0.7596041667,0.7309914063,0.7644194444
97,3,402.528,411.217,448.432,411.102,450.932,445.5,405.75,445.61,0.314475,0.4288652778,0.3503375,0.429025,0.352290625,0.38125,0.3169921875,0.3810972222
97,4,932.258,395.303,970.217,393.961,967.728,425.509,929.856,427.978,0.7283265625,0.4509680556,0.7579820313,0.4528319444,0.7560375,0.4090152778,0.72645,0.4055861111
98,1,392.161,139.059,438.91,134.424,438.543,170.722,391.853,174.257,0.3063757813,0.8068625,0.3428984375,0.8133,0.3426117188,0.7628861111,0.3061351563,0.7579763889
98,2,934.444,136.317,972.713,140.255,974.313,173.278,935.581,169.687,0.730034375,0.8106708333,0.7599320313,0.8052013889,0.7611820313,0.7593361111,0.7309226563,0.7643236111
98,3,402.557,411.204,448.638,410.878,451.282,445.582,406.1,445.953,0.3144976563,0.4288833333,0.3504984375,0.4293361111,0.3525640625,0.3811361111,0.317265625,0.3806208333
98,4,932.364,395.332,970.349,394.31,967.736,425.583,929.684,428.356,0.728409375,0.4509277778,0.7580851563,0.4523472222,0.75604375,0.4089125,0.726315625,0.4050611111
99,1,392.056,139,439.2,134.42,438.9,170.578,391.897,174.272,0.30629375,0.8069444444,0.343125,0.8133055556,0.342890625,0.7630861111,0.3061695313,0.7579555556
99,2,934.029,136.305,972.844,140.445,974.321,173.196,935.409,169.896,0.7297101563,0.8106875,0.760034375,0.8049375,0.7611882813,0.75945,0.7307882813,0.7640333333
99,3,402.421,411.061,448.446,410.979,450.933,445.932,405.722,446.027,0.3143914063,0.4290819444,0.3503484375,0.4291958333,0.3522914063,0.38065,0.3169703125,0.3805180556
99,4,932.203,395.77,970.267,393.956,967.657,425.704,929.691,428.325,0.7282835938,0.4503194444,0.7580210938,0.4528388889,0.7559820313,0.4087444444,0.7263210938,0.4051041667
100,1,392.097,138.841,438.718,134.697,438.574,170.599,391.801,174.41,0.3063257813,0.8071652778,0.3427484375,0.8129208333,0.3426359375,0.7630569444,0.3060945313,0.7577638889
100,2,933.572,136.412,972.405,140.515,974.232,173.363,935.339,170.023,0.729353125,0.8105388889,0.7596914063,0.8048402778,0.76111875,0.7592180556,0.7307335938,0.7638569444
100,3,402.155,411.339,448.042,410.872,450.768,446,405.495,446,0.3141835938,0.4286958333,0.3500328125,0.4293444444,0.3521625,0.3805555556,0.3167929688,0.3805555556
101,1,392.203,138.931,438.249,134.73,438.181,170.673,391.55,174.429,0.3064085938,0.8070402778,0.3423820313,0.812875,0.3423289063,0.7629541667,0.3058984375,0.7577375
101,2,933.533,136.41,972.407,140.62,974.05,173.279,934.982,170.197,0.7293226563,0.8105416667,0.7596929688,0.8046944444,0.7609765625,0.7593347222,0.7304546875,0.7636152778
101,3,402.045,411.869,447.6,410.944,450.713,446,405.314,446,0.3140976563,0.4279597222,0.3496875,0.4292444444,0.3521195313,0.3805555556,0.3166515625,0.3805555556
101,4,931.725,396.038,969.612,394.209,967.549,425.786,929.466,428.528,0.7279101563,0.4499472222,0.757509375,0.4524875,0.7558976563,0.4086305556,0.7261453125,0.4048222222
102,1,391.162,138.979,438.198,134.612,437.899,170.735,390.853,174.34,0.3055953125,0.8069736111,0.3423421875,0.8130388889,0.3421085938,0.7628680556,0.3053539063,0.7578611111
102,2,933.6,136.533,972.002,140.397,973.445,173.415,934.327,169.822,0.729375,0.8103708333,0.7593765625,0.8050041667,0.7605039063,0.7591458333,0.7299429688,0.7641361111
102,3,401.613,412.031,447.538,410.789,450.003,446,404.882,446,0.3137601563,0.4277347222,0.3496390625,0.4294597222,0.3515648438,0.3805555556,0.3163140625,0.3805555556
102,4,931.329,395.951,969.236,393.965,966.835,425.757,929.024,428.483,0.7276007813,0.4500680556,0.757215625,0.4528263889,0.7553398438,0.4086708333,0.7258,0.4048847222
103,1,391.106,139.06,438.116,134.46,437.317,170.714,390.797,174.398,0.3055515625,0.8068611111,0.342278125,0.81325,0.3416539063,0.7628972222,0.3053101563,0.7577805556
103,2,932.865,136.366,971.443,140.497,972.948,173.323,934.217,170.126,0.7288007813,0.8106027778,0.7589398438,0.8048652778,0.760115625,0.7592736111,0.7298570313,0.7637138889
103,3,400.929,411.949,446.706,410.73,449.64,446,404.152,446,0.3132257813,0.4278486111,0.3489890625,0.4295416667,0.35128125,0.3805555556,0.31574375,0.3805555556
103,4,930.411,395.498,968.488,394.057,966.3,425.682,928.246,428.456,0.7268835938,0.4506972222,0.75663125,0.4526986111,0.754921875,0.408775,0.7251921875,0.4049222222
104,1,390.106,139.048,437.12,134.579,436.388,170.582,389.796,174.486,0.3047703125,0.8068777778,0.3415,0.8130847222,0.340928125,0.7630805556,0.304528125,0.7576583333
104,2,931.97,136.285,970.94,140.269,972.319,173.314,933.401,169.737,0.7281015625,0.8107152778,0.758546875,0.8051819444,0.7596242188,0.7592861111,0.7292195313,0.7642541667
104,3,400.488,411.582,446.273,410.831,448.98,445.919,403.61,446.045,0.31288125,0.4283583333,0.3486507813,0.4294013889,0.350765625,0.3806680556,0.3153203125,0.3804930556
104,4,930.338,395.289,968.002,394.039,965.823,425.485,927.447,428.146,0.7268265625,0.4509875,0.7562515625,0.4527236111,0.7545492188,0.4090486111,0.7245679688,0.4053527778
105,1,390.053,139.022,436.503,134.438,436.022,170.671,389.21,174.256,0.3047289063,0.8069138889,0.3410179688,0.8132805556,0.3406421875,0.7629569444,0.3040703125,0.7579777778
105,2,931.567,136.122,970.498,140.251,971.915,172.893,933.14,169.643,0.7277867188,0.8109416667,0.7582015625,0.8052069444,0.7593085938,0.7598708333,0.729015625,0.7643847222
105,3,400.028,411.797,445.538,410.887,448.479,446,403.381,446,0.312521875,0.4280597222,0.3480765625,0.4293236111,0.3503742188,0.3805555556,0.3151414063,0.3805555556
105,4,929.817,395.253,967.539,393.871,965.445,425.25,927.214,427.974,0.7264195313,0.4510375,0.7558898438,0.4529569444,0.7542539063,0.409375,0.7243859375,0.4055916667
106,1,389.105,139.099,436.109,134.547,435.947,170.453,388.796,174.486,0.3039882813,0.8068069444,0.3407101563,0.8131291667,0.3405835938,0.7632597222,0.303746875,0.7576583333
106,2,931.379,135.972,969.868,140.067,971.32,172.739,932.23,169.542,0.7276398438,0.81115,0.757709375,0.8054625,0.75884375,0.7600847222,0.7283046875,0.764525
106,3,399.741,411.978,445.482,410.93,448.128,445.918,403.103,446.043,0.3122976563,0.4278083333,0.3480328125,0.4292638889,0.3501,0.3806694444,0.3149242188,0.3804958333
106,4,929.286,395.323,967.408,393.463,964.826,425.389,927.208,427.744,0.7260046875,0.4509402778,0.7557875,0.4535236111,0.7537703125,0.4091819444,0.72438125,0.4059111111
107,1,389.055,139.105,435.987,134.474,435.791,170.554,388.895,174.598,0.3039492188,0.8067986111,0.3406148438,0.8132305556,0.3404617188,0.7631194444,0.3038242188,0.7575027778
107,2,931.167,136.203,969.717,140.087,971.174,172.888,932.262,169.526,0.7274742188,0.8108291667,0.7575914063,0.8054347222,0.7587296875,0.7598777778,0.7283296875,0.7645472222
107,3,399.592,412.199,445.464,411.095,447.975,445.919,402.922,446.044,0.31218125,0.4275013889,0.34801875,0.4290347222,0.3499804688,0.3806680556,0.3147828125,0.3804944444
107,4,929.088,395.44,966.925,393.739,965.014,425.493,927.01,427.967,0.72585,0.4507777778,0.7554101563,0.4531402778,0.7539171875,0.4090375,0.7242265625,0.4056013889
108,1,389,139.224,436,134.693,436,170.609,389,174.669,0.30390625,0.8066333333,0.340625,0.8129263889,0.340625,0.7630430556,0.30390625,0.7574041667
108,2,931.387,136.303,969.611,140.264,971.24,173.002,932.235,169.72,0.7276460938,0.8106902778,0.7575085938,0.8051888889,0.75878125,0.7597194444,0.7283085938,0.7642777778
108,3,399.744,412.192,445.531,411.096,447.975,446,402.771,446,0.3123,0.4275111111,0.3480710938,0.4290333333,0.3499804688,0.3805555556,0.3146648438,0.3805555556
108,4,929.249,395.461,967.134,394.067,964.866,425.631,926.899,428.169,0.7259757813,0.4507486111,0.7555734375,0.4526847222,0.7538015625,0.4088458333,0.7241398438,0.4053208333
109,1,389,139.224,436,134.693,436,170.686,389,174.762,0.30390625,0.8066333333,0.340625,0.8129263889,0.340625,0.7629361111,0.30390625,0.757275
109,2,931.49,136.399,969.719,140.23,971.376,173.054,932.198,169.725,0.7277265625,0.8105569444,0.7575929688,0.8052361111,0.7588875,0.7596472222,0.7282796875,0.7642708333
109,3,399.827,412.236,445.515,411.016,448.16,445.918,402.999,446.044,0.3123648438,0.42745,0.3480585938,0.4291444444,0.350125,0.3806694444,0.3148429688,0.3804944444
109,4,929.512,395.158,967.244,394.364,965.045,425.551,926.969,428.178,0.72618125,0.4511694444,0.755659375,0.4522722222,0.7539414063,0.4089569444,0.7241945313,0.4053083333
110,1,389,139.211,436.108,134.711,435.945,170.765,389,174.554,0.30390625,0.8066513889,0.340709375,0.8129013889,0.3405820313,0.7628263889,0.30390625,0.7575638889
110,2,931.606,136.451,970.197,140.131,971.296,173.017,932.49,169.73,0.7278171875,0.8104847222,0.7579664063,0.8053736111,0.758825,0.7596986111,0.7285078125,0.7642638889
110,3,399.933,411.81,445.76,410.872,448.566,446.04,403.383,445.914,0.3124476563,0.4280416667,0.34825,0.4293444444,0.3504421875,0.3805,0.3151429688,0.380675
110,4,929.494,395.645,967.608,394.012,965.369,425.597,927.409,428.13,0.7261671875,0.4504930556,0.75594375,0.4527611111,0.7541945313,0.4088930556,0.7245382813,0.405375
111,1,389.502,139.316,436.156,134.49,436.002,170.624,388.796,174.69,0.3042984375,0.8065055556,0.340746875,0.8132083333,0.3406265625,0.7630222222,0.303746875,0.757375
111,2,931.515,136.205,970.46,140.202,971.783,172.975,932.852,169.616,0.7277460938,0.8108263889,0.758171875,0.805275,0.7592054688,0.7597569444,0.728790625,0.7644222222
111,3,400.105,412.146,445.62,411.01,448.815,446,403.395,446,0.3125820313,0.427575,0.348140625,0.4291527778,0.3506367188,0.3805555556,0.3151523438,0.3805555556
111,4,929.675,395.43,968.007,393.74,965.378,425.397,927.476,428.121,0.7263085938,0.4507916667,0.7562554688,0.4531388889,0.7542015625,0.4091708333,0.724590625,0.4053875
112,1,389.676,139.085,436.108,134.731,435.946,170.744,388.909,174.555,0.304434375,0.8068263889,0.340709375,0.8128736111,0.3405828125,0.7628555556,0.3038351563,0.7575625
112,2,931.651,136.138,970.255,140.217,971.864,172.967,932.723,169.699,0.7278523438,0.8109194444,0.7580117188,0.8052541667,0.75926875,0.7597680556,0.7286898438,0.7643069444
112,3,400.015,412.053,445.754,410.928,448.636,446.083,403.358,445.957,0.3125117188,0.4277041667,0.3482453125,0.4292666667,0.350496875,0.3804402778,0.3151234375,0.3806152778
112,4,929.525,395.374,967.98,393.856,965.326,425.46,927.287,428.071,0.7261914063,0.4508694444,0.756234375,0.4529777778,0.7541609375,0.4090833333,0.7244429688,0.4054569444
113,1,389.916,139.063,436.207,134.686,435.901,170.723,388.902,174.539,0.304621875,0.8068569444,0.3407867188,0.8129361111,0.3405476563,0.7628847222,0.3038296875,0.7575847222
113,2,931.616,136.312,970.192,140.177,972.061,173.082,932.878,169.763,0.727825,0.8106777778,0.7579625,0.8053097222,0.7594226563,0.7596083333,0.7288109375,0.7642180556
113,3,400.174,411.979,445.837,410.822,448.803,446,403.424,446,0.3126359375,0.4278069444,0.3483101563,0.4294138889,0.3506273438,0.3805555556,0.315175,0.3805555556
113,4,929.626,395.325,967.949,393.97,965.549,425.518,927.616,428.182,0.7262703125,0.4509375,0.7562101563,0.4528194444,0.7543351563,0.4090027778,0.7247,0.4053027778
114,1,390.105,139.107,436.879,134.585,436.794,170.64,389.796,174.477,0.3047695313,0.8067958333,0.3413117188,0.8130763889,0.3412453125,0.763,0.304528125,0.7576708333
114,2,931.701,136.221,970.684,140.23,972.35,173.046,933.425,169.807,0.7278914063,0.8108041667,0.758346875,0.8052361111,0.7596484375,0.7596583333,0.7292382813,0.7641569444
114,3,400.679,411.835,446.595,410.73,449.114,446,403.973,446,0.3130304688,0.4280069444,0.3489023438,0.4295416667,0.3508703125,0.3805555556,0.3156039063,0.3805555556
114,4,930.4,395.297,968.297,393.904,965.964,425.48,928.193,427.997,0.726875,0.4509763889,0.7564820313,0.4529111111,0.754659375,0.4090555556,0.7251507813,0.4055597222
115,1,390,139.053,437.056,134.588,437.056,170.655,390,174.486,0.3046875,0.8068708333,0.34145,0.8130722222,0.34145,0.7629791667,0.3046875,0.7576583333
115,2,932.25,136.092,971.028,140.199,972.352,172.965,933.585,169.695,0.7283203125,0.8109833333,0.758615625,0.8052791667,0.75965,0.7597708333,0.7293632813,0.7643125
115,3,400.898,412.098,446.591,410.889,449.424,446,404.306,446,0.3132015625,0.4276416667,0.3488992188,0.4293208333,0.3511125,0.3805555556,0.3158640625,0.3805555556
115,4,930.478,395.294,968.356,393.902,966.115,425.246,928.233,428.065,0.7269359375,0.4509805556,0.756528125,0.4529138889,0.7547773438,0.4093805556,0.7251820313,0.4054652778
116,1,390.056,139.181,437.134,134.516,436.865,170.602,389.887,174.628,0.30473125,0.8066930556,0.3415109375,0.8131722222,0.3413007813,0.7630527778,0.3045992188,0.7574611111
116,2,932.154,135.971,970.813,140.08,972.447,172.902,933.605,169.545,0.7282453125,0.8111513889,0.7584476563,0.8054444444,0.7597242188,0.7598583333,0.7293789063,0.7645208333
116,3,400.869,412.118,446.529,411.003,449.264,446,404.171,446,0.3131789063,0.4276138889,0.3488507813,0.4291625,0.3509875,0.3805555556,0.3157585938,0.3805555556
116,4,930.428,395.337,968.544,393.593,965.915,425.087,928.228,427.925,0.726896875,0.4509208333,0.756675,0.4533430556,0.7546210938,0.4096013889,0.725178125,0.4056597222
117,1,390.056,139.253,436.4,134.789,436.015,170.819,389.887,174.732,0.30473125,0.8065930556,0.3409375,0.8127930556,0.3406367188,0.7627513889,0.3045992188,0.7573166667
117,2,931.637,135.707,970.465,139.904,971.976,172.458,933.404,169.39,0.7278414063,0.8115180556,0.7581757813,0.8056888889,0.75935625,0.760475,0.729221875,0.7647361111
117,3,400.636,411.567,446.202,411.17,449.307,445.887,403.52,445.989,0.312996875,0.4283791667,0.3485953125,0.4289305556,0.3510210938,0.3807125,0.31525,0.3805708333
117,4,930.41,395.375,968.224,393.326,965.678,424.884,928.007,427.906,0.7268828125,0.4508680556,0.756425,0.4537138889,0.7544359375,0.4098833333,0.7250054688,0.4056861111
118,1,390.104,139.264,436.15,134.925,436.005,170.786,389.793,174.862,0.30476875,0.8065777778,0.3407421875,0.8126041667,0.3406289063,0.7627972222,0.3045257813,0.7571361111
118,2,931.514,135.649,970.265,139.61,971.966,172.455,933.39,169.141,0.7277453125,0.8115986111,0.7580195313,0.8060972222,0.7593484375,0.7604791667,0.7292109375,0.7650819444
118,3,400.594,411.836,446.133,411.459,449.459,446.165,403.931,445.917,0.3129640625,0.4280055556,0.3485414063,0.4285291667,0.3511398438,0.3803263889,0.3155710938,0.3806708333
