Frame No,Marker No.,Top Left,,Top Right,,Bottom Right,,Bottom Left,,Top Left,,Top Right,,Bottom Right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
118,3,338.178,425.298,376.514,425.213,379.516,456.986,341.985,455.59,0.2642015625,0.4093083333,0.2941515625,0.4094263889,0.296496875,0.3652972222,0.2671757813,0.3672361111
118,4,835.628,415.361,877.053,413.519,875.7,445.19,833.872,447.607,0.652834375,0.4231097222,0.6851976563,0.4256680556,0.684140625,0.3816805556,0.6514625,0.3783236111
119,1,327.062,181.815,365.636,177.544,365.7,209.764,326.891,213.769,0.2555171875,0.7474791667,0.285653125,0.7534111111,0.285703125,0.7086611111,0.2553835938,0.7030986111
119,2,832.882,158.869,875.697,161.029,876.582,193.554,834.352,192.751,0.6506890625,0.7793486111,0.6841382813,0.7763486111,0.6848296875,0.731175,0.6518375,0.7322902778
119,3,338.358,426.912,376.489,426.673,379.984,457.933,342.251,457,0.2643421875,0.4070666667,0.2941320313,0.4073986111,0.2968625,0.3639819444,0.2673835938,0.3652777778
119,4,835.285,417.217,877.273,414.986,875.627,446.722,834.213,449.303,0.6525664063,0.4205319444,0.6853695313,0.4236305556,0.6840835938,0.3795527778,0.6517289063,0.3759680556
120,1,327,182.915,365.837,178.368,365.923,210.694,327,214.91,0.25546875,0.7459513889,0.2858101563,0.7522666667,0.2858773438,0.7073694444,0.25546875,0.7015138889
120,2,833.5,160.533,875.401,162.236,876.982,195.388,834.042,193.479,0.651171875,0.7770375,0.6839070313,0.7746722222,0.6851421875,0.7286277778,0.6515953125,0.7312791667
120,3,338.698,427.409,376.836,427.733,380.042,459.135,342.102,457.674,0.2646078125,0.4063763889,0.294403125,0.4059263889,0.2969078125,0.3623125,0.2672671875,0.3643416667
120,4,835.243,418.155,877.33,416.331,875.628,447.837,834.49,450.311,0.6525335938,0.4192291667,0.6854140625,0.4217625,0.684084375,0.3780041667,0.6519453125,0.3745680556
121,1,327,183.739,366,179.261,366,211.574,327,215.395,0.25546875,0.7448069444,0.2859375,0.7510263889,0.2859375,0.7061472222,0.25546875,0.7008402778
121,2,833.43,161.424,875.649,163.114,877.245,195.817,834.164,194.687,0.6511171875,0.7758,0.6841007813,0.7734527778,0.6853476563,0.7280319444,0.651690625,0.7296013889
121,3,338.961,428.728,377.007,428.977,380.41,459.097,342.301,458.95,0.2648132813,0.4045444444,0.2945367188,0.4041986111,0.2971953125,0.3623652778,0.2674226563,0.3625694444
121,4,835.105,419.028,877.417,416.95,875.801,448.666,834.771,451.266,0.6524257813,0.4180166667,0.6854820313,0.4209027778,0.6842195313,0.3768527778,0.6521648438,0.3732416667
122,1,326.939,184.507,366.126,179.835,365.947,212.516,327.116,215.843,0.2554210938,0.7437402778,0.2860359375,0.7502291667,0.2858960938,0.7048388889,0.255559375,0.7002180556
122,2,833.443,161.976,875.807,163.895,877.691,196.859,834.503,195.34,0.6511273438,0.7750333333,0.6842242188,0.7723680556,0.6856960938,0.7265847222,0.6519554688,0.7286944444
122,3,339.182,428.808,377.565,429.095,380.576,460.37,342.614,459.095,0.2649859375,0.4044333333,0.2949726563,0.4040347222,0.297325,0.3605972222,0.2676671875,0.3623680556
122,4,835.582,419.369,877.652,417.987,876.349,449.434,834.807,451.558,0.6527984375,0.4175430556,0.685665625,0.4194625,0.6846476563,0.3757861111,0.6521929688,0.3728361111
123,1,328.12,184.874,366.375,180.435,365.908,212.916,327.768,216.861,0.25634375,0.7432305556,0.2862304688,0.7493958333,0.285865625,0.7042833333,0.25606875,0.6988041667
123,2,833.528,162.55,876.103,164.26,877.695,197.446,834.741,195.76,0.65119375,0.7742361111,0.6844554688,0.7718611111,0.6856992188,0.7257694444,0.6521414063,0.7281111111
123,3,339.387,428.996,377.596,429.057,380.674,460.8,342.913,459.685,0.2651460938,0.4041722222,0.294996875,0.4040875,0.2974015625,0.36,0.2679007813,0.3615486111
123,4,835.786,419.934,878.006,418.372,876.426,449.882,835.182,452.196,0.6529578125,0.4167583333,0.6859421875,0.4189277778,0.6847078125,0.3751638889,0.6524859375,0.37195
124,1,328.113,185.287,366.595,180.784,366.3,213.321,327.783,217.066,0.2563382813,0.7426569444,0.2864023438,0.7489111111,0.286171875,0.7037208333,0.2560804688,0.6985194444
124,2,833.674,162.758,876.338,164.325,877.696,197.498,834.64,196.25,0.6513078125,0.7739472222,0.6846390625,0.7717708333,0.6857,0.7256972222,0.6520625,0.7274305556
124,3,339.552,429.453,377.765,429.612,381.012,461.466,343.133,460.001,0.265275,0.4035375,0.2951289063,0.4033166667,0.297665625,0.359075,0.2680726563,0.3611097222
124,4,836.305,420.143,878.255,418.344,876.619,449.875,835.095,452.19,0.6533632813,0.4164680556,0.6861367188,0.4189666667,0.6848585938,0.3751736111,0.6524179688,0.3719583333
125,1,328.111,185.456,366.561,180.77,366.398,213.278,327.782,217.205,0.2563367188,0.7424222222,0.2863757813,0.7489305556,0.2862484375,0.7037805556,0.2560796875,0.6983263889
125,2,833.646,162.722,876.503,164.414,877.761,197.343,835.256,196.368,0.6512859375,0.7739972222,0.6847679688,0.7716472222,0.6857507813,0.7259125,0.65254375,0.7272666667
125,3,339.545,429.763,377.768,429.512,381.11,461.356,343.231,459.914,0.2652695313,0.4031069444,0.29513125,0.4034555556,0.2977421875,0.3592277778,0.2681492188,0.3612305556
125,4,836.214,419.925,878.404,418.379,876.586,449.871,835.292,451.842,0.6532921875,0.4167708333,0.686253125,0.4189180556,0.6848328125,0.3751791667,0.652571875,0.3724416667
126,1,328,185.126,366.579,180.475,365.938,212.976,328,216.877,0.25625,0.7428805556,0.2863898438,0.7493402778,0.2858890625,0.7042,0.25625,0.6987819444
126,2,833.522,162.368,876.589,164.235,877.946,196.968,835.308,195.661,0.6511890625,0.7744888889,0.6848351563,0.7718958333,0.6858953125,0.7264333333,0.652584375,0.7282486111
126,3,339.479,428.833,377.868,429.375,381.093,460.458,343.299,459.394,0.2652179688,0.4043986111,0.295209375,0.4036458333,0.2977289063,0.360475,0.2682023438,0.3619527778
126,4,836.243,419.493,878.498,417.732,876.834,449.439,835.301,451.509,0.6533148438,0.4173708333,0.6863265625,0.4198166667,0.6850265625,0.3757791667,0.6525789063,0.3729041667
127,1,328,184.194,367.038,179.792,366.655,212.351,328,215.715,0.25625,0.744175,0.2867484375,0.7502888889,0.2864492188,0.7050680556,0.25625,0.7003958333
127,2,833.988,161.634,876.702,163.343,878.445,196.214,835.482,194.749,0.651553125,0.7755083333,0.6849234375,0.7731347222,0.6862851563,0.7274805556,0.6527203125,0.7295152778
127,3,339.997,428.022,378.263,428.184,381.409,459.278,343.428,458.863,0.2656226563,0.405525,0.2955179688,0.4053,0.2979757813,0.3621138889,0.268303125,0.3626902778
127,4,836.088,418.814,878.398,416.757,877.376,448.603,835.919,450.763,0.65319375,0.4183138889,0.6862484375,0.4211708333,0.68545,0.3769402778,0.6530617188,0.3739402778
128,1,329.113,183.265,367.615,178.469,367.5,211.126,328.786,214.843,0.2571195313,0.7454652778,0.2871992188,0.7521263889,0.287109375,0.7067694444,0.2568640625,0.7016069444
128,2,834.816,160.704,877.479,162.559,878.675,195.439,836.168,194.178,0.6522,0.7768,0.6855304688,0.7742236111,0.6864648438,0.7285569444,0.65325625,0.7303083333
128,3,340.534,427.055,378.317,427.254,381.952,458.503,343.792,457.491,0.2660421875,0.4068680556,0.2955601563,0.4065916667,0.2984,0.3631902778,0.2685875,0.3645958333
128,4,837.284,417.678,879.305,416.146,877.648,447.752,836.289,449.923,0.654128125,0.4198916667,0.6869570313,0.4220194444,0.6856625,0.3781222222,0.6533507813,0.3751069444
129,1,329,182.022,368,177.609,368,209.864,329,213.827,0.25703125,0.7471916667,0.2875,0.7533208333,0.2875,0.7085222222,0.25703125,0.7030180556
129,2,835.601,159.765,877.799,161.358,879.53,194.291,836.304,192.618,0.6528132813,0.7781041667,0.6857804688,0.7758916667,0.6871328125,0.7301513889,0.6533625,0.732475
129,3,340.958,426.032,379.528,427.472,382.064,457.358,344.152,456.822,0.2663734375,0.4082888889,0.29650625,0.4062888889,0.2984875,0.3647805556,0.26886875,0.365525
129,4,837.782,416.544,879.84,415.026,877.939,446.626,836.842,448.835,0.6545171875,0.4214666667,0.687375,0.423575,0.6858898438,0.3796861111,0.6537828125,0.3766180556
130,1,329,180.946,368,176.454,368,208.653,329,212.576,0.25703125,0.7486861111,0.2875,0.754925,0.2875,0.7102041667,0.25703125,0.7047555556
130,2,835.52,158.46,878.089,160.26,879.736,193.089,836.744,191.713,0.65275,0.7799166667,0.6860070313,0.7774166667,0.68729375,0.7318208333,0.65370625,0.7337319444
130,3,340.85,424.699,379.484,424.753,381.992,456.275,344.178,455.265,0.2662890625,0.4101402778,0.296471875,0.4100652778,0.29843125,0.3662847222,0.2688890625,0.3676875
130,4,838.039,415.397,879.765,413.866,878.662,445.203,837.083,447.534,0.6547179688,0.4230597222,0.6873164063,0.4251861111,0.6864546875,0.3816625,0.6539710938,0.378425
131,1,329,179.566,368,175.171,368,207.536,329,211.278,0.25703125,0.7506027778,0.2875,0.7567069444,0.2875,0.7117555556,0.25703125,0.7065583333
131,2,835.608,156.918,877.913,158.969,879.567,191.523,836.78,190.481,0.65281875,0.7820583333,0.6858695313,0.7792097222,0.6871617188,0.7339958333,0.653734375,0.7354430556
131,3,340.399,423.596,378.672,423.635,382.151,455.167,344.172,453.96,0.2659367188,0.4116722222,0.2958375,0.4116180556,0.2985554688,0.3678236111,0.268884375,0.3695
131,4,837.898,414.11,879.632,412.355,878.332,443.98,836.681,445.611,0.6546078125,0.4248472222,0.6872125,0.4272847222,0.686196875,0.3833611111,0.6536570313,0.3810958333
132,1,329.013,178.406,366.96,174.426,367.289,206.482,328.403,210.451,0.2570414063,0.7522138889,0.2866875,0.7577416667,0.2869445313,0.7132194444,0.2565648438,0.7077069444
132,2,835.28,155.749,877.563,157.434,879.315,190.585,836.25,188.716,0.6525625,0.7836819444,0.6855960938,0.7813416667,0.6869648438,0.7352986111,0.6533203125,0.7378944444
132,3,340.12,422.859,378.16,423.144,381.909,454.199,343.539,452.797,0.26571875,0.4126958333,0.2954375,0.4123,0.2983664063,0.3691680556,0.2683898438,0.3711152778
132,4,837.397,413.228,879.365,411.2,877.712,442.717,836.492,445.285,0.6542164063,0.4260722222,0.6870039063,0.4288888889,0.6857125,0.3851152778,0.653509375,0.3815486111
133,1,328.061,178.3,366.597,173.409,366.553,205.898,327.881,209.961,0.2562976563,0.7523611111,0.2864039063,0.7591541667,0.2863695313,0.7140305556,0.2561570313,0.7083875
133,2,834.641,154.978,877.162,156.923,878.49,189.465,835.22,188.788,0.6520632813,0.7847527778,0.6852828125,0.7820513889,0.6863203125,0.7368541667,0.652515625,0.7377944444
133,3,339.539,422.82,377.888,422.874,380.94,453.543,343.193,452.832,0.2652648438,0.41275,0.295225,0.412675,0.297609375,0.3700791667,0.2681195313,0.3710666667
133,4,836.157,412.541,878.409,410.48,877.629,442.435,835.673,444.692,0.6532476563,0.4270263889,0.6862570313,0.4298888889,0.6856476563,0.3855069444,0.6528695313,0.3823722222
134,1,327.664,178.52,366.225,173.622,365.905,206.522,326.911,210.235,0.2559875,0.7520555556,0.2861132813,0.7588583333,0.2858632813,0.7131638889,0.2553992188,0.7080069444
134,2,834.145,154.868,876.649,156.794,878.237,189.492,835.28,188.779,0.6516757813,0.7849055556,0.6848820313,0.7822305556,0.6861226563,0.7368166667,0.6525625,0.7378069444
134,3,339.413,422.896,377.738,423.052,380.844,454.148,343.241,453.836,0.2651664063,0.4126444444,0.2951078125,0.4124277778,0.297534375,0.3692388889,0.2681570313,0.3696722222
134,4,836.257,412.814,878.418,410.694,877.798,442.664,835.805,445.08,0.6533257813,0.4266472222,0.6862640625,0.4295916667,0.6857796875,0.3851888889,0.6529726563,0.3818333333
135,1,327.459,178.874,366.175,174.195,366.002,206.714,327.655,210.312,0.2558273438,0.7515638889,0.2860742188,0.7580625,0.2859390625,0.7128972222,0.2559804688,0.7079
135,2,833.756,155.046,876.795,157.166,878.27,189.595,835.306,188.741,0.651371875,0.7846583333,0.6849960938,0.7817138889,0.6861484375,0.7366736111,0.6525828125,0.7378597222
135,3,339.524,422.922,377.864,423.045,381.147,454.085,343.308,453.735,0.265253125,0.4126083333,0.29520625,0.4124375,0.2977710938,0.3693263889,0.268209375,0.3698125
135,4,836.54,412.663,878.674,410.818,877.705,442.678,835.842,444.866,0.653546875,0.4268569444,0.6864640625,0.4294194444,0.6857070313,0.3851694444,0.6530015625,0.3821305556
136,1,328,179.055,366.485,174.529,366.456,206.826,328,210.741,0.25625,0.7513125,0.2863164063,0.7575986111,0.28629375,0.7127416667,0.25625,0.7073041667
136,2,834.284,155.359,876.873,157.25,878.464,190.064,835.331,188.623,0.651784375,0.7842236111,0.6850570313,0.7815972222,0.6863,0.7360222222,0.6526023438,0.7380236111
136,3,339.949,423.712,378.206,423.98,381.326,455.217,343.512,454.422,0.2655851563,0.4115111111,0.2954734375,0.4111388889,0.2979109375,0.3677541667,0.26836875,0.3688583333
136,4,837.331,413.307,879.154,411.445,877.583,443.065,835.928,445.597,0.6541648438,0.4259625,0.6868390625,0.4285486111,0.6856117188,0.3846319444,0.65306875,0.3811152778
137,1,328.057,179.747,366.576,175.347,366.576,207.359,327.884,211.958,0.2562945313,0.7503513889,0.2863875,0.7564625,0.2863875,0.7120013889,0.256159375,0.7056138889
137,2,834.359,156.305,877.231,157.991,878.567,191.011,835.547,189.689,0.6518429688,0.7829097222,0.6853367188,0.7805680556,0.6863804688,0.7347069444,0.6527710938,0.7365430556
137,3,340.165,424.151,378.467,424.314,381.41,455.372,343.59,454.809,0.2657539063,0.4109013889,0.2956773438,0.410675,0.2979765625,0.3675388889,0.2684296875,0.3683208333
137,4,837.302,413.601,879.231,412.255,877.829,443.794,836.27,446.064,0.6541421875,0.4255541667,0.6868992188,0.4274236111,0.6858039063,0.3836194444,0.6533359375,0.3804666667
138,1,328.063,179.975,367.075,175.258,366.859,207.63,327.882,211.798,0.2562992188,0.7500347222,0.2867773438,0.7565861111,0.2866085938,0.711625,0.2561578125,0.7058361111
138,2,834.749,156.389,877.468,158.021,878.691,190.998,835.689,189.48,0.6521476563,0.7827930556,0.685521875,0.7805263889,0.6864773438,0.734725,0.6528820313,0.7368333333
138,3,340.401,424.555,378.666,424.567,381.779,455.119,343.824,454.867,0.2659382813,0.4103402778,0.2958328125,0.4103236111,0.2982648438,0.3678902778,0.2686125,0.3682402778
138,4,837.355,413.406,879.483,412.008,877.985,443.683,836.545,445.721,0.6541835938,0.425825,0.6870960938,0.4277666667,0.6859257813,0.3837736111,0.6535507813,0.3809430556
139,1,328,180.005,366.659,175.206,366.478,207.46,328,211.615,0.25625,0.7499930556,0.2864523438,0.7566583333,0.2863109375,0.7118611111,0.25625,0.7060902778
139,2,834.667,155.965,877.617,157.818,878.521,190.789,836.081,189.261,0.6520835938,0.7833819444,0.6856382813,0.7808083333,0.6863445313,0.7350152778,0.6531882813,0.7371375
139,3,340.266,423.898,378.534,424.107,381.738,455.1,343.965,454.947,0.2658328125,0.4112527778,0.2957296875,0.4109625,0.2982328125,0.3679166667,0.2687226563,0.3681291667
139,4,837.546,413.412,879.528,411.707,877.715,443.413,836.542,445.694,0.6543328125,0.4258166667,0.68713125,0.4281847222,0.6857148438,0.3841486111,0.6535484375,0.3809805556
140,1,328.059,179.383,366.546,175.114,366.365,207.172,327.889,211.148,0.2562960938,0.7508569444,0.2863640625,0.7567861111,0.2862226563,0.7122611111,0.2561632813,0.7067388889
140,2,834.411,155.596,876.911,157.342,878.655,190.344,835.852,188.682,0.6518835938,0.7838944444,0.6850867188,0.7814694444,0.6864492188,0.7356333333,0.653009375,0.7379416667
140,3,340.218,423.59,378.194,423.382,381.611,455.3,343.474,453.949,0.2657953125,0.4116805556,0.2954640625,0.4119694444,0.2981335938,0.3676388889,0.2683390625,0.3695152778
140,4,837.373,413.271,879.217,410.979,877.623,442.726,836.117,445.255,0.6541976563,0.4260125,0.6868882813,0.4291958333,0.6856429688,0.3851027778,0.6532164063,0.3815902778
141,1,328.056,178.834,366.545,174.058,366.546,206.526,327.887,210.482,0.25629375,0.7516194444,0.2863632813,0.7582527778,0.2863640625,0.7131583333,0.2561617188,0.7076638889
141,2,834.427,154.967,876.912,156.956,878.564,189.466,835.353,188.464,0.6518960938,0.7847680556,0.6850875,0.7820055556,0.686378125,0.7368527778,0.6526195313,0.7382444444
141,3,340.175,422.883,378.016,422.706,381.692,454.223,343.476,453.202,0.2657617188,0.4126625,0.295325,0.4129083333,0.298196875,0.3691347222,0.268340625,0.3705527778
141,4,838.117,412.725,879.288,410.314,877.584,442.374,835.456,444.554,0.6547789063,0.4267708333,0.68694375,0.4301194444,0.6856125,0.3855916667,0.6527,0.3825638889
142,1,328,178.04,367,173.169,367,205.546,328,209.822,0.25625,0.7527222222,0.28671875,0.7594875,0.28671875,0.7145194444,0.25625,0.7085805556
142,2,834.53,154.563,877.426,156.247,878.654,189.332,835.852,187.694,0.6519765625,0.7853291667,0.6854890625,0.7829902778,0.6864484375,0.7370388889,0.653009375,0.7393138889
142,3,340.419,422.04,378.645,422.079,381.663,453.215,343.629,452.82,0.2659523438,0.4138333333,0.2958164063,0.4137791667,0.2981742188,0.3705347222,0.2684601563,0.3710833333
142,4,837.48,411.391,879.421,410.112,877.849,441.747,836.604,443.756,0.65428125,0.4286236111,0.6870476563,0.4304,0.6858195313,0.3864625,0.653596875,0.3836722222
143,1,328.937,177.059,366.92,172.43,367.588,204.661,328.938,208.841,0.2569820313,0.7540847222,0.28665625,0.7605138889,0.287178125,0.7157486111,0.2569828125,0.7099430556
143,2,835.065,153.886,877.799,155.503,879.249,188.573,836.265,186.868,0.6523945313,0.7862694444,0.6857804688,0.7840236111,0.6869132813,0.7380930556,0.6533320313,0.7404611111
143,3,340.658,421,378.767,421,381.959,452.38,343.988,451.815,0.2661390625,0.4152777778,0.2959117188,0.4152777778,0.2984054688,0.3716944444,0.268740625,0.3724791667
143,4,837.946,411.351,879.799,409.405,878.258,441.001,836.646,443.483,0.6546453125,0.4286791667,0.6873429688,0.4313819444,0.6861390625,0.3874986111,0.6536296875,0.3840513889
144,1,329,177.083,367.996,172.229,367.942,204.573,329,208.877,0.25703125,0.7540513889,0.287496875,0.7607930556,0.2874546875,0.7158708333,0.25703125,0.7098930556
144,2,835.21,153.875,877.815,155.626,879.468,188.581,836.254,187.055,0.6525078125,0.7862847222,0.6857929688,0.7838527778,0.687084375,0.7380819444,0.6533234375,0.7402013889
144,3,340.439,421.202,378.462,421.471,382.344,453.027,344.06,451.783,0.2659679688,0.4149972222,0.2956734375,0.4146236111,0.29870625,0.3707958333,0.268796875,0.3725236111
144,4,837.751,411.362,879.688,409.757,878.253,441.554,836.708,443.543,0.6544929688,0.4286638889,0.68725625,0.4308930556,0.6861351563,0.3867305556,0.653678125,0.3839680556
145,1,329.092,177.644,367.38,172.724,367.085,205.402,328.676,209.531,0.257103125,0.7532722222,0.287015625,0.7601055556,0.2867851563,0.7147194444,0.256778125,0.7089847222
145,2,834.948,154.618,877.446,156.364,879.305,189.44,836.144,187.962,0.652303125,0.7852527778,0.6855046875,0.7828277778,0.6869570313,0.7368888889,0.6532375,0.7389416667
145,3,340.309,422.174,378.446,422.761,381.72,453.196,343.637,452.896,0.2658664063,0.4136472222,0.2956609375,0.4128319444,0.29821875,0.3705611111,0.2684664063,0.3709777778
145,4,837.851,412.335,879.457,410.515,877.512,442.497,835.913,444.556,0.6545710938,0.4273125,0.6870757813,0.4298402778,0.68555625,0.3854208333,0.6530570313,0.3825611111
146,1,328.117,178.719,367.167,173.605,366.57,206.443,327.95,210.055,0.2563414063,0.7517791667,0.2868492188,0.7588819444,0.2863828125,0.7132736111,0.2562109375,0.7082569444
146,2,834.506,155.722,877.681,157.322,878.394,190.453,835.796,188.764,0.6519578125,0.7837194444,0.6856882813,0.7814972222,0.6862453125,0.7354819444,0.652965625,0.7378277778
146,3,340.029,422.901,378.221,423.048,381.503,454.299,343.417,453.611,0.2656476563,0.4126375,0.2954851563,0.4124333333,0.2980492188,0.3690291667,0.2682945313,0.3699847222
146,4,836.877,413.327,878.796,411.434,877.585,443.037,835.766,445.608,0.6538101563,0.4259347222,0.686559375,0.4285638889,0.6856132813,0.3846708333,0.6529421875,0.3811
147,1,328,179.028,367.123,174.407,366.939,206.765,328,210.833,0.25625,0.75135,0.2868148438,0.7577680556,0.2866710938,0.7128263889,0.25625,0.7071763889
147,2,834.573,156.298,877.611,158.163,878.54,190.884,835.858,189.69,0.6520101563,0.7829194444,0.6856335938,0.7803291667,0.686359375,0.7348833333,0.6530140625,0.7365416667
147,3,340.045,423,378.256,423,381.465,454.954,343.422,453.675,0.2656601563,0.4125,0.2955125,0.4125,0.2980195313,0.3681194444,0.2682984375,0.3698958333
147,4,837.323,413.406,878.869,412.275,877.659,443.748,835.56,445.967,0.6541585938,0.425825,0.6866164063,0.4273958333,0.6856710938,0.3836833333,0.65278125,0.3806013889
148,1,328.099,179.472,367.089,174.604,366.595,207.477,328.14,210.322,0.2563273438,0.7507333333,0.2867882813,0.7574944444,0.2864023438,0.7118375,0.256359375,0.7078861111
148,2,834.566,156.551,877.425,158.273,878.597,191.34,835.822,189.821,0.6520046875,0.7825680556,0.6854882813,0.7801763889,0.6864039063,0.73425,0.6529859375,0.7363597222
148,3,340.007,423.347,378.417,423.526,381.304,455.216,343.405,453.748,0.2656304688,0.4120180556,0.2956382813,0.4117694444,0.29789375,0.3677555556,0.2682851563,0.3697944444
148,4,838.221,413.949,878.241,412.329,877.884,443.945,838.72,445.729,0.6548601563,0.4250708333,0.6861257813,0.4273208333,0.685846875,0.3834097222,0.65525,0.3809319444
149,1,328,179.318,366.622,174.529,366.553,207.102,328,210.996,0.25625,0.7509472222,0.2864234375,0.7575986111,0.2863695313,0.7123583333,0.25625,0.70695
149,2,834.262,156.528,876.839,158.213,878.423,191.35,835.243,189.643,0.6517671875,0.7826,0.6850304688,0.7802597222,0.6862679688,0.7342361111,0.6525335938,0.7366069444
149,3,339.445,422.999,377.577,423.37,380.733,454.846,343.047,453.696,0.2651914063,0.4125013889,0.2949820313,0.4119861111,0.2974476563,0.3682694444,0.2680054688,0.3698666667
149,4,836.311,413.548,878.254,412.39,876.928,443.709,835.641,445.854,0.6533679688,0.4256277778,0.6861359375,0.4272361111,0.6851,0.3837375,0.6528445313,0.3807583333
150,1,327.224,179.137,366.123,174.32,365.939,206.666,326.916,210.947,0.25564375,0.7511986111,0.2860335938,0.7578888889,0.2858898438,0.7129638889,0.255403125,0.7070180556
150,2,833.664,156.391,876.144,158.142,877.763,190.436,834.756,189.664,0.6513,0.7827902778,0.6844875,0.7803583333,0.6857523438,0.7355055556,0.652153125,0.7365777778
150,3,339.008,423.078,377.289,423.624,380.31,454.381,342.348,453.751,0.26485,0.4123916667,0.2947570313,0.4116333333,0.2971171875,0.3689152778,0.267459375,0.3697902778
150,4,835.695,413.269,877.766,412.128,876.217,443.441,834.821,445.557,0.6528867188,0.4260152778,0.6857546875,0.4276,0.6845445313,0.3841097222,0.6522039063,0.3811708333
151,1,327.058,178.529,366.009,174.214,365.99,206.327,326.887,210.486,0.2555140625,0.7520430556,0.2859445313,0.7580361111,0.2859296875,0.7134347222,0.2553804688,0.7076583333
151,2,833.336,155.967,875.236,157.877,877.621,190.669,834.428,189.208,0.65104375,0.7833791667,0.683778125,0.7807263889,0.6856414063,0.7351819444,0.651896875,0.7372111111
151,3,338.677,422.947,376.956,422.947,380.167,454.358,342.145,452.911,0.2645914063,0.4125736111,0.294496875,0.4125736111,0.2970054688,0.3689472222,0.2673007813,0.3709569444
151,4,835.765,413.38,877.675,411.437,875.935,442.98,834.759,445.393,0.6529414063,0.4258611111,0.6856835938,0.4285597222,0.6843242188,0.38475,0.6521554688,0.3813986111
152,1,327,178.263,366,173.723,366,206.282,327,209.824,0.25546875,0.7524125,0.2859375,0.7587180556,0.2859375,0.7134972222,0.25546875,0.7085777778
152,2,833.582,155.603,875.923,157.342,877.698,190.264,834.4,188.656,0.6512359375,0.7838847222,0.6843148438,0.7814694444,0.6857015625,0.7357444444,0.651875,0.7379777778
152,3,339.067,422.618,377.522,422.665,380.126,453.264,342.361,452.874,0.2648960938,0.4130305556,0.2949390625,0.4129652778,0.2969734375,0.3704666667,0.2674695313,0.3710083333
152,4,835.79,413.074,877.882,410.819,876.477,442.667,834.941,444.994,0.6529609375,0.4262861111,0.6858453125,0.4294180556,0.6847476563,0.3851847222,0.6522976563,0.3819527778
153,1,328.063,177.9,366.273,173.33,365.96,205.604,327.883,209.643,0.2562992188,0.7529166667,0.2861507813,0.7592638889,0.28590625,0.7144388889,0.2561585938,0.7088291667
153,2,833.863,155.172,876.767,157.225,878.239,189.594,835.325,188.741,0.6514554688,0.7844833333,0.6849742188,0.7816319444,0.6861242188,0.736675,0.6525976563,0.7378597222
153,3,339.542,422,377.636,422,380.821,453.197,343.105,452.9,0.2652671875,0.4138888889,0.295028125,0.4138888889,0.2975164063,0.3705597222,0.2680507813,0.3709722222
153,4,836.157,412.547,878.494,410.56,877.093,442.566,835.674,444.615,0.6532476563,0.4270180556,0.6863234375,0.4297777778,0.6852289063,0.385325,0.6528703125,0.3824791667
154,1,328.25,177.649,367.27,172.689,366.958,204.811,328.059,209.448,0.2564453125,0.7532652778,0.2869296875,0.7601541667,0.2866859375,0.7155402778,0.2562960938,0.7091
154,2,834.663,154.709,877.527,157.038,878.795,189.445,836.154,188.389,0.6520804688,0.7851263889,0.6855679688,0.7818916667,0.6865585938,0.7368819444,0.6532453125,0.7383486111
154,3,340.183,421.542,378.434,421.427,381.575,453.283,343.492,452.187,0.2657679688,0.414525,0.2956515625,0.4146847222,0.2981054688,0.3704402778,0.268353125,0.3719625
154,4,837.625,412.107,879.263,410.605,877.599,442.508,836.087,444.289,0.6543945313,0.4276291667,0.6869242188,0.4297152778,0.6856242188,0.3854055556,0.6531929688,0.3829319444
155,1,329.061,177.209,368,172.333,368,204.72,328.881,208.943,0.2570789063,0.7538763889,0.2875,0.7606486111,0.2875,0.7156666667,0.2569382813,0.7098013889
155,2,835.424,154.632,878.076,156.342,879.419,189.254,836.744,187.755,0.652675,0.7852333333,0.685996875,0.7828583333,0.6870460938,0.7371472222,0.65370625,0.7392291667
155,3,340.652,421,378.852,421,382.052,452.288,344.123,451.861,0.266134375,0.4152777778,0.295978125,0.4152777778,0.298478125,0.3718222222,0.2688460938,0.3724152778
155,4,838.292,411.798,879.566,410.266,878.655,441.749,836.686,444.041,0.654915625,0.4280583333,0.6871609375,0.4301861111,0.6864492188,0.3864597222,0.6536609375,0.3832763889
156,1,329.075,176.951,368.108,171.975,367.944,204.486,329.052,208.384,0.2570898438,0.7542347222,0.287584375,0.7611458333,0.28745625,0.7159916667,0.257071875,0.7105777778
156,2,835.57,154.173,878.584,156.059,880.07,188.999,837.136,187.577,0.6527890625,0.7858708333,0.68639375,0.7832513889,0.6875546875,0.7375013889,0.6540125,0.7394763889
156,3,340.835,420.807,379.458,421.081,382.44,452.389,344.462,451.536,0.2662773438,0.4155458333,0.2964515625,0.4151652778,0.29878125,0.3716819444,0.2691109375,0.3728666667
156,4,838.247,411.361,880.382,409.924,878.625,441.586,837.299,443.588,0.6548804688,0.4286652778,0.6877984375,0.4306611111,0.6864257813,0.3866861111,0.6541398438,0.3839055556
