FrameNo,Marker,Top Left,,Top Right,,Bottom Right,,Bottom Left,,Top Left,,Top Right,,Bottom Right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
115,3,402.658,411.116,448.611,409.958,451.349,445,405.961,445,0.3145765625,0.4290055556,0.3504773438,0.4306138889,0.3526164063,0.3819444444,0.3171570313,0.3819444444
115,4,933.344,394.522,971.482,392.637,969.068,424.522,931.164,427.137,0.729175,0.4520527778,0.7589703125,0.4546708333,0.757084375,0.4103861111,0.727471875,0.4067541667
116,1,392.057,137.322,439.082,132.868,439.452,168.902,392.057,172.933,0.3062945313,0.809275,0.3430328125,0.8154611111,0.343321875,0.7654138889,0.3062945313,0.7598152778
116,2,935.574,134.528,974.369,138.826,976.074,171.535,937.066,168.448,0.7309171875,0.8131555556,0.7612257813,0.8071861111,0.7625578125,0.7617569444,0.7320828125,0.7660444444
116,3,403.393,411.073,449.379,409.972,452.243,445,406.671,445,0.3151507813,0.4290652778,0.3510773438,0.4305944444,0.3533148438,0.3819444444,0.3177117188,0.3819444444
116,4,934.343,394.385,972.236,392.648,969.792,424.577,931.64,427.391,0.7299554688,0.4522430556,0.759559375,0.4546555556,0.75765,0.4103097222,0.72784375,0.4064013889
117,1,393.095,137.38,440.261,132.81,439.955,168.864,392.963,172.899,0.3071054688,0.8091944444,0.3439539063,0.8155416667,0.3437148438,0.7654666667,0.3070023438,0.7598625
117,2,936.709,134.734,975.686,138.76,976.872,171.614,938.32,168.422,0.7318039063,0.8128694444,0.7622546875,0.8072777778,0.76318125,0.7616472222,0.7330625,0.7660805556
117,3,404.585,410.884,450.521,410.666,453.002,444.963,407.526,445.084,0.3160820313,0.4293277778,0.3519695313,0.4296305556,0.3539078125,0.3819958333,0.3183796875,0.3818277778
117,4,935.218,394.544,973.264,392.754,970.765,424.669,932.974,427.295,0.7306390625,0.4520222222,0.7603625,0.4545083333,0.7584101563,0.4101819444,0.7288859375,0.4065347222
118,1,394,137.342,441.108,132.799,440.944,169.177,394,172.722,0.3078125,0.8092472222,0.344615625,0.8155569444,0.3444875,0.7650319444,0.3078125,0.7601083333
118,2,937.576,134.787,976.073,139.143,977.697,171.954,938.722,168.572,0.73248125,0.8127958333,0.7625570313,0.8067458333,0.7638257813,0.761175,0.7333765625,0.7658722222
118,3,404.781,411.056,451.124,410.52,453.291,444.526,408.319,445.293,0.3162351563,0.4290888889,0.352440625,0.4298333333,0.3541335938,0.3826027778,0.3189992188,0.3815375
118,4,935.4,395.276,973.828,392.958,971.163,424.899,933.456,427.602,0.73078125,0.4510055556,0.760803125,0.454225,0.7587210938,0.4098625,0.7292625,0.4061083333
119,1,394.015,137.296,441.703,132.784,441.273,168.991,394.141,172.888,0.3078242188,0.8093111111,0.3450804688,0.8155777778,0.3447445313,0.7652902778,0.3079226563,0.7598777778
119,2,937.464,135.273,976.251,139.262,978.073,172.294,939.306,168.759,0.73239375,0.8121208333,0.7626960938,0.8065805556,0.7641195313,0.7607027778,0.7338328125,0.7656125
119,3,404.812,411.028,450.684,410.662,453.747,445.043,408.152,445.044,0.316259375,0.4291277778,0.352096875,0.4296361111,0.3544898438,0.3818847222,0.31886875,0.3818833333
119,4,935.259,395.298,973.644,393.27,971.236,425.034,933.279,427.846,0.7306710938,0.450975,0.760659375,0.4537916667,0.758778125,0.409675,0.7291242188,0.4057694444
120,1,395.002,136.959,441.884,133.43,441.68,169.229,394.413,172.429,0.3085953125,0.8097791667,0.345221875,0.8146805556,0.3450625,0.7649597222,0.3081351563,0.7605152778
120,2,937.631,135.404,976.395,139.421,978.236,172.341,939.637,168.873,0.7325242188,0.8119388889,0.7628085938,0.8063597222,0.764246875,0.7606375,0.7340914063,0.7654541667
120,3,405.342,410.827,451.504,410.796,453.943,445.079,408.597,444.958,0.3166734375,0.4294069444,0.3527375,0.42945,0.3546429688,0.3818347222,0.3192164063,0.3820027778
120,4,936.039,395.294,974.138,393.547,971.598,425.182,933.486,427.805,0.7312804688,0.4509805556,0.7610453125,0.4534069444,0.7590609375,0.4094694444,0.7292859375,0.4058263889
121,1,395.082,137.298,442.209,132.938,441.894,168.944,394.976,172.815,0.3086578125,0.8093083333,0.3454757813,0.8153638889,0.3452296875,0.7653555556,0.308575,0.7599791667
121,2,938.633,135.466,977.125,139.451,978.74,172.384,940.325,168.706,0.7333070313,0.8118527778,0.7633789063,0.8063180556,0.764640625,0.7605777778,0.7346289063,0.7656861111
121,3,406.207,410.967,451.986,410.777,454.864,445.084,409.215,444.957,0.3173492188,0.4292125,0.3531140625,0.4294763889,0.3553625,0.3818277778,0.3196992188,0.3820041667
121,4,936.54,395.33,974.88,393.568,972.293,425.141,934.659,427.863,0.731671875,0.4509305556,0.761625,0.4533777778,0.7596039063,0.4095263889,0.7302023438,0.4057458333
122,1,396.115,137.437,442.958,132.675,442.404,168.903,395.787,172.884,0.3094648438,0.8091152778,0.3460609375,0.8157291667,0.345628125,0.7654125,0.3092085938,0.7598833333
122,2,939.586,135.538,977.526,139.393,979.472,172.574,940.291,168.909,0.7340515625,0.8117527778,0.7636921875,0.8063986111,0.7652125,0.7603138889,0.7346023438,0.7654041667
122,3,406.363,411.099,452.379,410.757,454.791,445.078,409.44,444.958,0.3174710938,0.4290291667,0.3534210938,0.4295041667,0.3553054688,0.3818361111,0.319875,0.3820027778
122,4,937.246,395.373,974.954,393.624,972.607,425.405,934.567,427.952,0.7322234375,0.4508708333,0.7616828125,0.4533,0.7598492188,0.4091597222,0.7301304688,0.4056222222
123,1,396.104,137.223,443.003,132.85,442.602,168.705,395.794,172.722,0.30945625,0.8094125,0.3460960938,0.8154861111,0.3457828125,0.7656875,0.3092140625,0.7601083333
123,2,939.402,135.828,977.711,139.95,979.162,172.613,940.312,169.31,0.7339078125,0.81135,0.7638367188,0.805625,0.7649703125,0.7602597222,0.73461875,0.7648472222
123,3,405.715,410.766,451.651,409.932,454.716,445,409.119,445,0.3169648438,0.4294916667,0.3528523438,0.43065,0.355246875,0.3819444444,0.3196242188,0.3819444444
123,4,936.462,395.448,974.684,393.97,971.943,425.728,934.359,428.052,0.7316109375,0.4507666667,0.761471875,0.4528194444,0.7593304688,0.4087111111,0.7299679688,0.4054833333
124,1,396.107,136.961,442.659,132.541,442.693,168.678,395.797,172.32,0.3094585938,0.8097763889,0.3458273438,0.8159152778,0.3458539063,0.765725,0.3092164063,0.7606666667
124,2,939.324,135.927,977.573,139.969,979.133,172.856,940.218,169.342,0.733846875,0.8112125,0.7637289063,0.8055986111,0.7649476563,0.7599222222,0.7345453125,0.7648027778
124,3,405.63,410.201,451.727,409.796,454.468,445,409.096,445,0.3168984375,0.4302763889,0.3529117188,0.4308388889,0.355053125,0.3819444444,0.31960625,0.3819444444
124,4,936.467,395.459,974.674,394.09,971.945,425.7,934.224,428.197,0.7316148438,0.4507513889,0.7614640625,0.4526527778,0.7593320313,0.40875,0.7298625,0.4052819444
125,1,396.098,136.64,443.209,132.388,442.668,168.64,395.804,172.126,0.3094515625,0.8102222222,0.3462570313,0.8161277778,0.345834375,0.7657777778,0.309221875,0.7609361111
125,2,939.74,135.74,977.811,140.025,979.449,172.933,940.232,169.295,0.734171875,0.8114722222,0.7639148438,0.8055208333,0.7651945313,0.7598152778,0.73455625,0.7648680556
125,3,406.173,410.078,451.913,409.83,454.968,445,409.364,445,0.3173226563,0.4304472222,0.3530570313,0.4307916667,0.35544375,0.3819444444,0.319815625,0.3819444444
125,4,936.757,395.276,974.775,394.113,972.292,425.73,934.581,428.173,0.7318414063,0.4510055556,0.7615429688,0.4526208333,0.759603125,0.4087083333,0.7301414063,0.4053152778
126,1,396.161,136.615,443.007,132.504,443.16,168.584,395.84,172.311,0.3095007813,0.8102569444,0.3460992188,0.8159666667,0.34621875,0.7658555556,0.30925,0.7606791667
126,2,939.765,135.577,978.032,140.124,979.464,172.836,940.276,169.351,0.7341914063,0.8116986111,0.7640875,0.8053833333,0.76520625,0.75995,0.734590625,0.7647902778
126,3,406.315,410.784,451.888,409.551,455.036,444.912,409.26,444.918,0.3174335938,0.4294666667,0.3530375,0.4311791667,0.355496875,0.3820666667,0.319734375,0.3820583333
126,4,936.363,395.349,974.728,393.949,972.435,425.569,934.682,428.213,0.7315335938,0.4509041667,0.76150625,0.4528486111,0.7597148438,0.4089319444,0.7302203125,0.4052597222
127,1,396.099,136.521,443.229,132.497,442.602,168.633,395.803,172.181,0.3094523438,0.8103875,0.3462726563,0.8159763889,0.3457828125,0.7657875,0.3092210938,0.7608597222
127,2,939.421,135.7,977.789,140.026,979.284,172.918,940.212,169.293,0.7339226563,0.8115277778,0.7638976563,0.8055194444,0.765065625,0.7598361111,0.734540625,0.7648708333
127,3,405.595,410.494,451.734,409.719,454.495,444.781,409.17,444.918,0.3168710938,0.4298694444,0.3529171875,0.4309458333,0.3550742188,0.3822486111,0.3196640625,0.3820583333
127,4,936.473,395.473,974.559,393.9,971.893,425.669,934.036,428.227,0.7316195313,0.4507319444,0.7613742188,0.4529166667,0.7592914063,0.4087930556,0.729715625,0.4052402778
128,1,395.954,136.559,442.687,132.389,442.054,168.509,394.731,172.38,0.3093390625,0.8103347222,0.3458492188,0.8161263889,0.3453546875,0.7659597222,0.3083835938,0.7605833333
128,2,938.938,135.784,977.636,140.092,978.695,172.772,940.29,169.553,0.7335453125,0.8114111111,0.763778125,0.8054277778,0.7646054688,0.7600388889,0.7346015625,0.7645097222
128,3,405.588,410.459,451.508,409.52,453.954,444.519,408.376,444.789,0.316865625,0.4299180556,0.352740625,0.4312222222,0.3546515625,0.3826125,0.31904375,0.3822375
128,4,936.5,395.295,974.21,394.066,971.496,425.634,933.299,428.225,0.731640625,0.4509791667,0.7611015625,0.4526861111,0.75898125,0.4088416667,0.7291398438,0.4052430556
129,1,395.758,136.43,442.513,132.342,442.015,168.569,394.767,172.185,0.3091859375,0.8105138889,0.3457132813,0.8161916667,0.3453242188,0.7658763889,0.3084117188,0.7608541667
129,2,938.654,135.531,977.466,140.158,978.718,173.05,940.265,169.356,0.7333234375,0.8117625,0.7636453125,0.8053361111,0.7646234375,0.7596527778,0.7345820313,0.7647833333
129,3,405.629,410.27,451.491,409.514,454.136,444.356,408.625,444.456,0.3168976563,0.4301805556,0.3527273438,0.4312305556,0.35479375,0.3828388889,0.3192382813,0.3827
129,4,936.314,395.469,974.35,393.895,971.631,425.51,933.551,428.346,0.7314953125,0.4507375,0.7612109375,0.4529236111,0.7590867188,0.4090138889,0.7293367188,0.405075
130,1,396.102,136.247,443.171,132.481,442.474,168.64,395.807,171.777,0.3094546875,0.8107680556,0.3462273438,0.8159986111,0.3456828125,0.7657777778,0.3092242188,0.7614208333
130,2,939.111,135.767,977.582,139.982,979.19,172.94,940.224,169.156,0.7336804688,0.8114347222,0.7637359375,0.8055805556,0.7649921875,0.7598055556,0.73455,0.7650611111
130,3,405.905,410.797,451.723,409.429,454.523,444.57,409.069,443.931,0.3171132813,0.4294486111,0.3529085938,0.4313486111,0.3550960938,0.3825416667,0.3195851563,0.3834291667
130,4,936.434,395.412,974.342,394.1,972.094,425.544,933.956,428.315,0.7315890625,0.4508166667,0.7612046875,0.4526388889,0.7594484375,0.4089666667,0.729653125,0.4051180556
131,1,396.144,136.421,442.921,132.323,442.363,168.56,395.713,172.051,0.3094875,0.8105263889,0.3460320313,0.8162180556,0.3455960938,0.7658888889,0.3091507813,0.7610402778
131,2,939.301,135.86,977.581,140.045,978.928,172.562,940.239,169.422,0.7338289063,0.8113055556,0.7637351563,0.8054930556,0.7647875,0.7603305556,0.7345617188,0.7646916667
131,3,405.634,410.913,451.468,409.221,454.039,444.639,408.393,444.417,0.3169015625,0.4292875,0.352709375,0.4316375,0.3547179688,0.3824458333,0.3190570313,0.3827541667
131,4,936.519,395.399,974.148,394.012,971.63,425.592,933.481,428.318,0.7316554688,0.4508347222,0.761053125,0.4527611111,0.7590859375,0.4089,0.7292820313,0.4051138889
132,1,395.202,136.441,442.156,132.349,442.002,168.549,394.762,172.075,0.3087515625,0.8104986111,0.345434375,0.8161819444,0.3453140625,0.7659041667,0.3084078125,0.7610069444
132,2,938.285,135.688,977.099,140.111,978.457,172.876,939.953,169.337,0.7330351563,0.8115444444,0.7633585938,0.8054013889,0.7644195313,0.7598944444,0.7343382813,0.7648097222
132,3,404.932,409.976,450.481,409.581,453.867,444.389,408.092,444.082,0.316353125,0.4305888889,0.3519382813,0.4311375,0.3545835938,0.3827930556,0.318821875,0.3832194444
132,4,935.636,395.252,973.527,394.277,971.163,425.84,933.404,428.08,0.730965625,0.4510388889,0.7605679688,0.4523930556,0.7587210938,0.4085555556,0.729221875,0.4054444444
133,1,395,136.458,442.102,132.315,441.948,168.5,395,171.795,0.30859375,0.810475,0.3453921875,0.8162291667,0.345271875,0.7659722222,0.30859375,0.7613958333
133,2,938.316,135.691,976.86,140.084,978.456,172.801,939.701,169.342,0.733059375,0.8115402778,0.763171875,0.8054388889,0.76441875,0.7599986111,0.7341414063,0.7648027778
133,3,405.434,409.67,451.036,409.423,453.392,444.275,407.738,443.928,0.3167453125,0.4310138889,0.352371875,0.4313569444,0.3542125,0.3829513889,0.3185453125,0.3834333333
133,4,935.31,395.297,973.44,394.102,971.217,425.772,933.287,428.154,0.7307109375,0.4509763889,0.7605,0.4526361111,0.7587632813,0.40865,0.7291304688,0.4053416667
134,1,395.054,136.385,442.145,132.097,441.859,168.349,394.895,171.617,0.3086359375,0.8105763889,0.3454257813,0.8165319444,0.3452023438,0.7661819444,0.3085117188,0.7616430556
134,2,938.208,135.676,977.097,140.061,978.455,172.839,939.854,169.26,0.732975,0.8115611111,0.7633570313,0.8054708333,0.7644179688,0.7599458333,0.7342609375,0.7649166667
134,3,404.836,410.119,450.846,409.038,453.519,444,408.147,444,0.316278125,0.4303902778,0.3522234375,0.4318916667,0.3543117188,0.3833333333,0.3188648438,0.3833333333
134,4,935.702,395.313,973.817,394.145,971.043,425.738,933.479,428.241,0.7310171875,0.4509541667,0.7607945313,0.4525763889,0.7586273438,0.4086972222,0.7292804688,0.4052208333
135,1,395,136.244,442.104,131.913,441.949,168.243,395,171.62,0.30859375,0.8107722222,0.34539375,0.8167875,0.3452726563,0.7663291667,0.30859375,0.7616388889
135,2,938.394,135.661,977.094,139.993,978.453,172.801,939.905,169.36,0.7331203125,0.8115819444,0.7633546875,0.8055652778,0.7644164063,0.7599986111,0.7343007813,0.7647777778
135,3,404.701,409.596,450.654,408.964,453.422,444,407.89,444,0.3161726563,0.4311166667,0.3520734375,0.4319944444,0.3542359375,0.3833333333,0.3186640625,0.3833333333
135,4,935.367,395.34,973.654,393.86,970.929,425.626,933.273,428.144,0.7307554688,0.4509166667,0.7606671875,0.4529722222,0.7585382813,0.4088527778,0.7291195313,0.4053555556
136,1,395.175,136.159,442.281,131.607,441.846,168.041,394.57,171.537,0.3087304688,0.8108902778,0.3455320313,0.8172125,0.3451921875,0.7666097222,0.3082578125,0.7617541667
136,2,938.117,135.569,976.69,139.801,978.123,172.797,939.378,169.168,0.7329039063,0.8117097222,0.7630390625,0.8058319444,0.7641585938,0.7600041667,0.7338890625,0.7650444444
136,3,404.087,409,450.39,409,452.763,444,407.362,444,0.3156929688,0.4319444444,0.3518671875,0.4319444444,0.3537210938,0.3833333333,0.3182515625,0.3833333333
136,4,935.173,395.482,973.009,393.558,970.665,425.586,932.644,427.974,0.7306039063,0.4507194444,0.7601632813,0.4533916667,0.7583320313,0.4089083333,0.728628125,0.4055916667
137,1,394.161,136.121,441.573,131.543,441.281,167.725,393.85,171.694,0.3079382813,0.8109430556,0.3449789063,0.8173013889,0.3447507813,0.7670486111,0.3076953125,0.7615361111
137,2,937.513,135.566,976.307,139.759,977.75,172.553,939.194,169.106,0.7324320313,0.8117138889,0.7627398438,0.8058902778,0.7638671875,0.7603430556,0.7337453125,0.7651305556
137,3,404.02,409.036,450.104,408.924,452.704,443.959,407.257,443.954,0.315640625,0.4318944444,0.35164375,0.43205,0.353675,0.3833902778,0.3181695313,0.3833972222
137,4,934.502,395.295,972.861,393.726,970.375,425.515,932.397,427.921,0.7300796875,0.4509791667,0.7600476563,0.4531583333,0.7581054688,0.4090069444,0.7284351563,0.4056652778
138,1,394.485,135.933,441.843,131.612,441.156,167.83,393.822,171.493,0.3081914063,0.8112041667,0.3451898438,0.8172055556,0.344653125,0.7669027778,0.3076734375,0.7618152778
138,2,937.424,135.345,976.353,139.781,978.023,172.464,939.349,169.188,0.7323625,0.8120208333,0.7627757813,0.8058597222,0.7640804688,0.7604666667,0.7338664063,0.7650166667
138,3,404.19,409.036,450.4,408.923,452.737,443.839,407.315,443.901,0.3157734375,0.4318944444,0.351875,0.4320513889,0.3537007813,0.3835569444,0.3182148438,0.3834708333
138,4,935.166,395.336,973.046,393.554,970.633,425.492,932.539,427.813,0.7305984375,0.4509222222,0.7601921875,0.4533972222,0.7583070313,0.4090388889,0.7285460938,0.4058152778
139,1,395.174,135.814,442.025,131.567,441.861,167.737,393.726,171.541,0.3087296875,0.8113694444,0.3453320313,0.8172680556,0.3452039063,0.7670319444,0.3075984375,0.7617486111
139,2,937.716,135.366,976.577,139.832,978.107,172.548,939.027,169.113,0.732590625,0.8119916667,0.7629507813,0.8057888889,0.7641460938,0.76035,0.7336148438,0.7651208333
139,3,404.217,409.036,450.132,408.924,452.734,443.476,407.433,443.371,0.3157945313,0.4318944444,0.351665625,0.43205,0.3536984375,0.3840611111,0.3183070313,0.3842069444
139,4,935.128,395.338,972.959,393.558,970.626,425.138,932.454,427.857,0.73056875,0.4509194444,0.7601242188,0.4533916667,0.7583015625,0.4095305556,0.7284796875,0.4057541667
140,1,394.326,135.775,441.804,131.307,440.998,167.099,394.023,171.4,0.3080671875,0.8114236111,0.345159375,0.8176291667,0.3445296875,0.7679180556,0.3078304688,0.7619444444
140,2,937.576,135.294,976.125,139.508,977.805,172.434,939.201,168.753,0.73248125,0.8120916667,0.7625976563,0.8062388889,0.7639101563,0.7605083333,0.7337507813,0.7656208333
140,3,403.782,409.053,449.77,408.856,452.725,443.378,407.31,443.005,0.3154546875,0.4318708333,0.3513828125,0.4321444444,0.3536914063,0.3841972222,0.3182109375,0.3847152778
140,4,934.624,395.342,972.784,393.141,969.997,424.935,932.234,427.7,0.730175,0.4509138889,0.7599875,0.4539708333,0.7578101563,0.4098125,0.7283078125,0.4059722222
141,1,394,135.525,441.295,131.303,440.858,167.484,394,170.984,0.3078125,0.8117708333,0.3447617188,0.8176347222,0.3444203125,0.7673833333,0.3078125,0.7625222222
141,2,937.59,135.241,976.017,139.395,977.552,172.441,938.555,168.673,0.7324921875,0.8121652778,0.7625132813,0.8063958333,0.7637125,0.7604986111,0.7332460938,0.7657319444
141,3,403.864,408.995,449.66,408.873,452.576,443.237,407.192,442.878,0.31551875,0.4319513889,0.351296875,0.4321208333,0.353575,0.3843930556,0.31811875,0.3848916667
141,4,934.496,395.316,972.628,393.132,969.954,424.854,932.3,427.676,0.730075,0.45095,0.759865625,0.4539833333,0.7577765625,0.409925,0.728359375,0.4060055556
142,1,394.302,135.385,441.72,131.294,441.077,167.449,393.879,171.056,0.3080484375,0.8119652778,0.34509375,0.8176472222,0.3445914063,0.7674319444,0.3077179688,0.7624222222
142,2,937.776,135.353,976.338,139.272,977.62,172.183,938.904,168.674,0.7326375,0.8120097222,0.7627640625,0.8065666667,0.763765625,0.7608569444,0.73351875,0.7657305556
142,3,404.341,409.032,450.296,408.74,452.814,443,407.319,443,0.3158914063,0.4319,0.35179375,0.4323055556,0.3537609375,0.3847222222,0.3182179688,0.3847222222
142,4,934.899,395.231,972.982,392.938,970.448,424.933,932.48,427.546,0.7303898438,0.4510680556,0.7601421875,0.4542527778,0.7581625,0.4098152778,0.7285,0.4061861111
143,1,395.11,135.529,442.102,131.357,441.948,167.404,394.799,171.158,0.3086796875,0.8117652778,0.3453921875,0.8175597222,0.345271875,0.7674944444,0.3084367188,0.7622805556
143,2,937.821,135.358,976.523,139.291,978.276,172.351,939.602,168.745,0.7326726563,0.8120027778,0.7629085938,0.8065402778,0.764278125,0.7606236111,0.7340640625,0.7656319444
143,3,404.516,408.917,450.52,409.045,453.189,443.079,407.658,442.958,0.316028125,0.4320597222,0.35196875,0.4318819444,0.3540539063,0.3846125,0.3184828125,0.3847805556
143,4,935.36,395.259,973.359,393.059,970.684,424.917,933.026,427.596,0.73075,0.4510291667,0.7604367188,0.4540847222,0.758346875,0.4098375,0.7289265625,0.4061166667
144,1,395.052,135.474,442,131.587,442,167.457,394.899,171.259,0.308634375,0.8118416667,0.3453125,0.8172402778,0.3453125,0.7674208333,0.3085148438,0.7621402778
144,2,938.015,135.377,976.657,139.304,978.334,172.319,939.303,168.705,0.7328242188,0.8119763889,0.7630132813,0.8065222222,0.7643234375,0.7606680556,0.7338304688,0.7656875
144,3,404.598,409.107,450.611,408.756,453.116,443.421,407.588,443.103,0.3160921875,0.4317958333,0.3520398438,0.4322833333,0.353996875,0.3841375,0.318428125,0.3845791667
144,4,935.388,395.31,973.231,393.178,970.739,425.01,932.927,427.662,0.730771875,0.4509583333,0.7603367188,0.4539194444,0.7583898438,0.4097083333,0.7288492188,0.406025
145,1,395.11,135.541,442,131.599,442,167.497,394.798,171.269,0.3086796875,0.8117486111,0.3453125,0.8172236111,0.3453125,0.7673652778,0.3084359375,0.7621263889
145,2,937.957,135.266,976.63,139.423,978.226,172.258,939.294,168.672,0.7327789063,0.8121305556,0.7629921875,0.8063569444,0.7642390625,0.7607527778,0.7338234375,0.7657333333
145,3,404.413,408.912,450.728,408.918,453.029,443.437,407.706,443.021,0.3159476563,0.4320666667,0.35213125,0.4320583333,0.3539289063,0.3841152778,0.3185203125,0.3846930556
145,4,935.359,395.232,973.379,392.823,970.67,425.084,932.802,427.514,0.7307492188,0.4510666667,0.7604523438,0.4544125,0.7583359375,0.4096055556,0.7287515625,0.4062305556
146,1,395.053,135.471,442,131.655,442,167.599,394.892,171.327,0.3086351563,0.8118458333,0.3453125,0.8171458333,0.3453125,0.7672236111,0.308509375,0.7620458333
146,2,937.956,135.225,976.632,139.304,978.294,172.226,939.291,168.592,0.732778125,0.8121875,0.76299375,0.8065222222,0.7642921875,0.7607972222,0.7338210938,0.7658444444
146,3,404.431,409.005,450.688,408.951,453.319,443.601,407.789,443.163,0.3159617188,0.4319375,0.3521,0.4320125,0.3541554688,0.3838875,0.3185851563,0.3844958333
146,4,935.37,395.13,973.536,392.92,970.709,424.839,933.028,427.568,0.7307578125,0.4512083333,0.760575,0.4542777778,0.7583664063,0.4099458333,0.728928125,0.4061555556
147,1,395.234,135.809,442,131.569,442,167.595,394.522,171.528,0.3087765625,0.8113763889,0.3453125,0.8172652778,0.3453125,0.7672291667,0.3082203125,0.7617666667
147,2,937.997,134.919,976.583,139.27,978.079,171.952,939.301,168.663,0.7328101563,0.8126125,0.7629554688,0.8065694444,0.7641242188,0.7611777778,0.7338289063,0.7657458333
147,3,404.686,409,450.716,409,453.118,443.855,407.524,444.069,0.3161609375,0.4319444444,0.352121875,0.4319444444,0.3539984375,0.3835347222,0.318378125,0.3832375
147,4,935.404,394.656,973.419,392.948,970.772,424.753,933.041,427.383,0.730784375,0.4518666667,0.7604835938,0.4542388889,0.758415625,0.4100652778,0.7289382813,0.4064125
148,1,394.461,136.052,441.779,131.713,440.829,167.826,393.729,171.806,0.3081726563,0.8110388889,0.3451398438,0.8170652778,0.3443976563,0.7669083333,0.3076007813,0.7613805556
148,2,937.725,134.761,976.236,138.885,977.606,171.684,938.862,168.445,0.7325976563,0.8128319444,0.762684375,0.8071041667,0.7637546875,0.76155,0.7334859375,0.7660486111
148,3,404.434,409.197,450.704,408.924,453.072,444,407.719,444,0.3159640625,0.4316708333,0.3521125,0.43205,0.3539625,0.3833333333,0.3185304688,0.3833333333
148,4,935.083,394.276,973.234,392.669,970.796,424.521,932.853,427.067,0.7305335938,0.4523944444,0.7603390625,0.4546263889,0.758434375,0.4103875,0.7287914063,0.4068513889
149,1,394.054,136.387,441.327,132.052,440.488,168.542,393.895,171.693,0.3078546875,0.8105736111,0.3447867188,0.8165944444,0.34413125,0.7659138889,0.3077304688,0.7615375
149,2,937.507,134.653,975.925,138.596,977.363,171.289,938.245,168.46,0.7324273438,0.8129819444,0.7624414063,0.8075055556,0.7635648438,0.7620986111,0.7330039063,0.7660277778
149,3,404.334,410.125,450.444,409.091,452.9,444.154,407.683,443.92,0.3158859375,0.4303819444,0.351909375,0.4318180556,0.353828125,0.3831194444,0.3185023438,0.3834444444
149,4,935.093,394.292,973.134,392.656,970.744,424.3,932.777,426.979,0.7305414063,0.4523722222,0.7602609375,0.4546444444,0.75839375,0.4106944444,0.7287320313,0.4069736111
150,1,394.11,136.607,441.07,132.251,440.761,168.495,393.8,172.038,0.3078984375,0.8102680556,0.3445859375,0.8163180556,0.3443445313,0.7659791667,0.30765625,0.7610583333
150,2,937.213,134.443,975.85,138.684,977.298,171.237,938.336,168.429,0.7321976563,0.8132736111,0.7623828125,0.8073833333,0.7635140625,0.7621708333,0.733075,0.7660708333
150,3,404.536,410.288,450.255,409.217,452.857,444.178,407.552,444.446,0.31604375,0.4301555556,0.3517617188,0.4316430556,0.3537945313,0.3830861111,0.3184,0.3827138889
150,4,934.901,394.216,973.318,392.544,970.654,424.276,932.92,426.881,0.7303914063,0.4524777778,0.7604046875,0.4548,0.7583234375,0.4107277778,0.72884375,0.4071097222
151,1,394.109,136.709,440.854,132.407,440.338,168.574,393.799,172.14,0.3078976563,0.8101263889,0.3444171875,0.8161013889,0.3440140625,0.7658694444,0.3076554688,0.7609166667
151,2,937.403,134.408,975.67,138.553,977.337,171.361,938.412,168.29,0.7323460938,0.8133222222,0.7622421875,0.8075652778,0.7635445313,0.7619986111,0.733134375,0.7662638889
151,3,404.799,411.212,450.159,409.024,453.537,444.582,407.618,444.457,0.3162492188,0.4288722222,0.3516867188,0.4319111111,0.3543257813,0.382525,0.3184515625,0.3826986111
151,4,934.898,394.401,973.374,392.485,970.731,424.251,933.246,427.143,0.7303890625,0.4522208333,0.7604484375,0.4548819444,0.7583835938,0.4107625,0.7290984375,0.4067458333
152,1,394.058,136.755,441.056,132.429,441.056,168.575,393.889,172.242,0.3078578125,0.8100625,0.344575,0.8160708333,0.344575,0.7658680556,0.3077257813,0.760775
152,2,937.308,134.51,975.951,138.703,977.452,171.483,938.702,168.349,0.732271875,0.8131805556,0.7624617188,0.8073569444,0.763634375,0.7618291667,0.7333609375,0.7661819444
152,3,404.785,410.838,450.396,409.643,453.803,444.752,407.986,444.681,0.3162382813,0.4293916667,0.351871875,0.4310513889,0.3545335938,0.3822888889,0.3187390625,0.3823875
152,4,935.553,394.629,973.522,392.517,970.975,424.529,933.184,427.136,0.7309007813,0.4519041667,0.7605640625,0.4548375,0.7585742188,0.4103763889,0.72905,0.4067555556
153,1,395.077,136.758,441.795,132.379,441.271,168.615,393.82,172.326,0.3086539063,0.8100583333,0.3451523438,0.8161402778,0.3447429688,0.7658125,0.307671875,0.7606583333
153,2,937.693,134.636,976.157,138.794,978.104,171.512,939.445,168.531,0.7325726563,0.8130055556,0.7626226563,0.8072305556,0.76414375,0.7617888889,0.7339414063,0.7659291667
153,3,405.425,410.962,450.894,409.377,454.057,444.818,408.251,444.967,0.3167382813,0.4292194444,0.3522609375,0.4314208333,0.3547320313,0.3821972222,0.3189460938,0.3819902778
153,4,935.648,394.699,973.823,392.605,971.548,424.566,933.531,427.166,0.730975,0.4518069444,0.7607992188,0.4547152778,0.759021875,0.410325,0.7293210938,0.4067138889
154,1,395.163,137.048,441.938,132.352,441.955,168.656,394.587,172.243,0.3087210938,0.8096555556,0.3452640625,0.8161777778,0.3452773438,0.7657555556,0.3082710938,0.7607736111
